BUSAGE,BUSTYPE,MAXLINEUTIL,DAYSDELQ,TOTACBAL,DEFAULT
363,B,1.0248,0,21520.92,Y
51,B,0.4304,0,21521.46,N
119,A,0.2152,0,21527.42,N
57,A,0.2153,0,21532.38,N
72,D,0.7177,0,21532.8,N
50,B,0.9363,0,21536.28,N
57,D,0.7182,0,21548.26,N
43,C,0.616,0,21560.59,N
127,A,0.4312,0,21563.1,N
49,A,0.417,0,21563.23,N
44,B,0.8626,0,21566.56,N
58,A,0.4792,0,21567.78,N
190,D,0.429,0,21575.07,Y
39,A,0.8631,0,21577.58,N
269,B,0.7193,0,21578.76,N
13,A,0,0,21579.48,N
83,B,0.6166,0,21581.79,N
100,B,0.8632,0,21582.47,Y
13,A,0.7195,0,21585.21,N
281,B,0.4317,0,21586.31,N
55,B,0.3597,0,21586.92,N
135,A,0.8634,0,21586.99,N
41,B,0.5396,0,21587.46,N
53,A,0.3598,0,21593.42,N
628,A,0.432,0,21604.44,N
375,B,0.5403,0,21612.07,N
14,A,0.4324,0,21621.55,N
590,D,0.9402,0,21624.83,N
151,A,0.2883,0,21624.88,N
67,A,0.5408,0,21633.13,N
29,A,0.4327,0,21637.75,N
222,A,0.2885,0,21643.37,N
57,D,0.4292,0,21644.76,N
55,B,0.4329,0,21646.88,N
116,A,0,0,21655.7,N
47,A,0.4332,0,21661.77,N
285,A,0,0,21663.1,N
294,A,0.4333,0,21665.18,N
83,C,0.8666,0,21665.2,N
54,A,0,0,21666.46,N
98,A,0.8667,0,21667.56,N
28,A,0.8668,0,21671.44,N
76,D,0.8669,0,21674.1,N
102,B,0.4335,0,21677.05,N
86,B,0.9038,0,21691.35,N
48,A,0.7232,0,21696.68,N
179,A,0.8678,0,21697.4,N
106,A,0,0,21702.41,N
84,A,1.447,0,21705.65,N
51,A,0.8683,0,21708.51,N
173,C,0.4342,0,21712.82,N
59,A,0.8692,0,21730.14,N
44,B,0.6391,0,21730.16,N
57,A,1.0866,0,21732.44,N
12,A,0,1,21739.31,N
49,A,0,0,21741.85,N
113,A,0,0,21743.13,N
233,A,0.7248,0,21745.07,N
56,B,0.8698,0,21747.48,N
72,A,0.435,0,21751.23,N
101,A,0.7253,0,21761.34,N
71,A,0.5443,0,21773.44,N
72,A,0.9678,0,21777.57,N
51,A,1.0892,0,21784.17,N
72,A,0.8714,0,21785.54,N
395,D,0.9064,0,21786.72,N
75,B,0.8714,0,21786.77,N
39,A,0.7263,0,21790.28,N
95,B,0.7263,0,21791.63,N
202,A,0.4358,0,21793.94,N
24,A,0,0,21794.88,N
243,B,0.2908,0,21810.32,N
219,A,0.4362,0,21813.36,N
136,D,0.2182,0,21822.09,N
179,B,0.9488,0,21822.83,N
596,A,0.6237,0,21831.67,N
152,A,0,0,21832.62,N
68,A,0.7277,0,21833.5,N
103,A,0.8734,0,21836.2,N
33,B,0.8479,0,21836.53,N
61,A,0.3119,0,21838.53,N
230,D,0.6243,0,21852.57,N
47,A,0.5603,0,21854.83,N
83,A,0,0,21855.09,N
60,B,0.5464,0,21858.37,N
51,A,1.0028,0,21862.24,N
37,A,0.3644,0,21864.59,N
74,A,0.2733,0,21865.54,N
53,A,0.2187,0,21871.61,N
36,A,0.3645,0,21872.6,N
170,A,0,0,21878.82,N
34,A,0.7294,0,21883.95,Y
164,A,0.2271,0,21887.68,N
88,A,0.8755,0,21888.92,N
61,A,0.4379,0,21899.19,N
69,A,0.876,0,21901.99,N
148,D,0,0,21903.66,N
48,B,0.8761,0,21903.87,Y
14,D,0.4383,0,21915.29,N
78,A,0.4384,0,21920.78,N
75,A,0.7307,0,21923.43,N
60,A,0.5481,0,21924.25,N
99,A,0.2923,0,21924.97,N
63,A,0.877,0,21926.66,Y
40,B,0.8771,0,21928.58,N
91,A,0.6266,0,21934.46,N
77,A,0.3655,0,21934.84,N
93,A,0.8774,0,21935.93,N
140,B,0.8775,0,21938.19,N
241,A,0.7312,0,21938.38,N
87,A,1.0065,0,21942.04,N
215,A,0.5487,0,21948.2,N
82,A,0,0,21953.61,N
113,A,0,0,21956.87,N
15,A,0.8787,0,21967.51,N
25,D,0.7322,0,21967.53,Y
58,C,0,0,21967.96,Y
76,A,0,0,21975.23,N
422,A,0.5494,0,21977.02,Y
46,A,0.8794,0,21987.16,N
41,A,0.5786,0,21989.04,N
242,D,0.2199,0,21994.42,N
60,B,0.8798,0,21995.33,N
102,A,0,0,21999.41,N
153,C,0.88,0,22001.15,N
75,B,0.4584,0,22003.58,N
104,B,0.489,0,22006.21,N
205,A,0.7335,0,22007.57,N
331,A,1.1007,0,22015.6,N
165,B,0.5504,0,22016.74,N
266,D,0.8807,0,22019.39,N
554,D,0.4404,0,22021.01,N
59,A,0.5505,0,22023.27,N
76,A,0.8809,0,22024.48,N
102,A,0.6992,0,22026.25,N
390,C,0.5936,0,22029.84,N
121,A,0.8816,0,22042.28,N
186,A,0.3674,0,22046.14,N
61,A,0.2939,0,22049.15,N
70,A,1.1027,0,22054.56,N
69,A,0,0,22054.77,N
36,A,0.4411,0,22057.37,N
133,D,0.8825,0,22063.85,N
37,B,0,0,22068.18,N
355,B,0.8827,0,22068.93,N
27,A,0.2943,0,22079.3,N
110,A,0.9199,0,22079.39,N
31,D,0.2944,0,22080.55,N
64,A,0.368,0,22084.06,N
83,A,0.8834,0,22085.82,N
254,A,0.8837,0,22092.82,N
507,C,0.8837,0,22094.38,N
33,A,0.5502,0,22094.38,N
248,C,0.8839,0,22098.74,N
45,A,0.5526,0,22104.54,N
24,B,0,0,22105.06,N
97,C,0.2763,0,22105.4,N
77,C,0.3685,0,22110.66,N
86,B,0.4423,0,22115.57,N
25,A,0.6319,0,22117.14,N
101,B,0.8849,0,22123.61,N
73,A,0.4916,0,22124.45,N
76,A,0,0,22128.12,N
65,A,0.4425,0,22128.83,N
143,A,0.295,0,22130.4,N
54,A,0,0,22130.56,N
231,B,0.7377,0,22131.81,N
367,D,0.8853,0,22134.6,N
103,C,0.5825,0,22135.27,N
150,A,0.1006,0,22135.31,N
87,A,0.4919,0,22135.99,N
20,B,0.4427,0,22137.6,N
12,A,0.2213,0,22139.48,N
299,B,0.4428,0,22140.67,N
42,A,0.4921,0,22145.9,N
21,A,0,0,22146.29,N
266,A,0.2953,0,22152.53,N
56,D,0.7386,0,22158.9,N
36,C,0.4431,0,22159.77,N
86,A,0.4433,0,22166.76,N
38,B,0.8869,0,22174.2,N
62,B,0.8331,0,22178.53,N
69,A,0.4435,0,22178.98,N
18,B,0.2218,0,22179.67,N
89,A,0.4638,0,22179.93,N
69,A,0.7357,0,22186.51,Y
157,B,0.4528,0,22187.74,N
12,A,0.8875,0,22188.14,N
122,D,0.4438,0,22193.77,N
74,B,0.8881,0,22203.83,N
20,A,0,0,22206.04,N
98,A,0.7402,0,22208.13,N
438,B,0.8227,0,22213.6,Y
131,A,0.8885,0,22214.09,N
104,B,0.2221,0,22214.62,N
71,A,0,0,22216.96,N
65,A,0.8886,0,22217.22,N
230,A,0,0,22219.46,N
134,B,0.2238,0,22223.45,N
280,A,0.5556,0,22224.03,N
66,B,0.5557,0,22228.75,N
290,D,0.741,0,22232.25,N
141,D,0.3033,0,22234.69,N
24,B,0,0,22239.97,N
57,A,0.4448,0,22240.55,N
133,A,0.8898,0,22245.34,N
12,B,0.89,0,22250.26,N
307,A,0,0,22251.16,N
127,A,0.1711,0,22251.21,N
24,A,0.7417,0,22251.39,N
37,A,0.5563,0,22252.28,N
48,B,0.62,0,22256.05,N
159,B,0.7418,0,22256.42,N
35,B,0.4451,0,22257.69,N
92,B,0.7419,0,22258.38,N
116,A,0.2226,0,22260.39,N
84,A,0.2226,0,22265.59,N
121,B,0.4453,0,22267.53,N
136,A,0.8907,0,22268.35,N
28,B,0.4454,0,22270.81,N
62,B,0.5917,0,22275.61,N
125,B,0.9283,0,22279.87,N
41,A,0.557,0,22280.49,N
88,B,0.2228,0,22281.86,N
72,A,0.8912,0,22282.07,N
202,A,0.5037,0,22287.84,N
51,B,0.6369,0,22293.99,N
60,A,0.7434,0,22304.56,N
59,A,0.5576,0,22304.85,N
104,A,0.7438,0,22313.5,N
50,A,0.7438,0,22313.83,N
62,B,0.3719,0,22314.92,N
25,A,0.4463,0,22315.22,N
37,B,0.4463,0,22318.39,N
101,B,0.2231,0,22319.88,N
47,A,0.4961,0,22327.55,N
48,A,0.5582,0,22330.61,N
95,A,0.2977,0,22332.92,N
58,C,0.6382,0,22337.63,N
267,C,0,0,22343.72,N
26,B,1.1171,0,22343.82,N
102,A,0.5587,0,22351.59,N
145,B,0.4471,0,22355.65,N
26,A,1.1182,0,22364.71,N
161,A,0.4473,0,22367.53,N
89,D,0.2982,0,22372.12,N
371,B,0.7463,0,22389.98,N
109,B,0.3731,0,22390.93,N
82,B,0.8958,0,22396.23,N
191,B,0.896,0,22400.87,N
48,A,0.7409,0,22407.63,Y
57,A,0,0,22412.44,N
241,A,0,0,22412.47,N
167,A,0.7472,0,22416.26,N
101,A,0.6404,0,22417.23,N
92,C,0.4485,0,22426.63,N
359,B,0.7476,0,22428.55,N
30,B,0.7479,0,22439.41,N
128,A,0.2244,0,22442.24,N
173,D,0.5566,0,22446.8,N
357,A,0.449,0,22450.02,N
108,B,0.449,0,22450.17,N
61,B,0.7484,0,22453.01,N
36,B,0.7485,0,22455.3,N
26,A,1.0208,0,22457.6,Y
13,A,0.8983,0,22458.52,N
58,A,0.8985,0,22462.93,Y
106,A,0.2247,0,22472.89,N
156,A,0.7491,0,22474.32,N
37,B,1.4987,0,22480.53,N
60,A,0.6423,0,22483.61,N
50,B,0.7496,0,22488.97,N
36,A,0.4343,1,22489.09,N
75,B,0.4998,0,22494.34,N
332,B,0.4499,0,22496.62,N
81,A,0.6428,0,22498.57,N
84,A,0.6429,0,22502.32,N
55,B,0.7503,0,22509.9,N
13,C,0.7503,0,22510.9,N
75,D,0.6433,0,22516.17,N
155,A,0.7508,0,22524.02,Y
64,A,0.2815,0,22524.35,N
313,A,0.3755,0,22530.6,N
175,A,0,0,22532.09,N
23,D,0.6438,0,22535.4,N
50,B,0.5635,0,22543.25,N
59,A,1.1271,0,22543.68,N
60,A,0.9812,0,22544.02,N
24,C,0.4509,0,22545.06,N
36,B,0.2254,0,22545.79,N
187,B,0.9018,0,22545.83,N
189,A,0.7515,0,22547.09,N
24,A,0.9019,0,22548.55,N
83,A,0.902,0,22550.58,Y
88,A,0.451,0,22550.95,N
84,A,0.7517,0,22552.81,N
34,A,0.9022,0,22555.09,N
65,B,0.9023,0,22557.55,N
35,D,0.9023,0,22558.71,N
138,A,0.376,0,22563.75,N
48,B,0.376,0,22564.98,N
51,A,0.7521,0,22565.77,N
95,A,0.4515,0,22574.98,N
192,A,0.903,0,22575.22,N
71,A,0.4515,0,22576.39,N
293,B,0.7526,0,22579.34,N
266,B,0.6451,0,22579.51,N
77,B,0.6452,0,22582.04,N
16,A,3.7642,0,22585.51,N
12,A,0.753,0,22592.46,N
94,B,0.4807,0,22595.35,N
243,D,0.6456,0,22597.36,N
77,A,0.4519,0,22597.72,N
113,A,0.452,0,22603.55,N
138,A,0.4522,0,22613.17,N
88,A,0.9046,0,22615.27,N
334,C,0,0,22618.52,N
37,A,0.377,0,22624.3,N
46,D,0.9051,0,22627.74,N
12,C,0,0,22633.68,N
175,B,0.9053,0,22633.96,N
290,D,0,0,22634.05,N
105,B,0.5659,0,22636.81,N
114,A,0.5805,0,22640.55,N
27,A,0.9059,0,22648.26,Y
15,A,0.755,0,22652.15,Y
82,A,0.9061,0,22654.76,N
76,A,0.5434,0,22659.51,N
94,A,0.2266,0,22664.31,N
272,B,0.7555,0,22665.17,N
41,A,0.4533,0,22665.56,N
203,A,0.2266,0,22668.72,N
92,C,0.3022,0,22669.28,N
91,A,0.9069,0,22672.78,N
116,A,0.2267,0,22672.89,N
282,A,0,0,22682.59,N
109,A,0.378,0,22685.06,N
204,C,0.3106,0,22691.2,N
639,C,0.3782,0,22696.54,N
519,C,0.9079,0,22699.37,N
102,C,0.454,0,22700.84,N
51,A,0.9082,0,22705.44,N
168,A,0.4541,0,22707.29,N
192,B,0.5677,0,22707.79,N
41,A,0.757,0,22711.04,N
162,A,0.2271,0,22718.7,N
55,D,0.9428,0,22722.83,Y
270,B,0.9094,0,22734.75,N
36,A,0.6147,0,22736.72,N
196,A,0,0,22740.95,N
36,C,0.6499,0,22749.21,N
35,D,0.3033,0,22749.83,N
60,A,0.3791,0,22751.56,N
52,A,0.4811,0,22757.48,N
177,A,0.9104,0,22761.54,N
160,D,0,0,22762.93,N
24,A,0.9108,0,22770.92,N
317,B,0.7591,0,22773.3,N
39,A,0.3036,0,22776.64,N
179,B,0.3302,0,22790.16,N
134,A,0.7596,0,22790.43,N
200,A,0,0,22790.78,N
112,A,0.2279,0,22792.34,N
97,A,0.7599,0,22797,N
74,B,0.912,0,22802.07,N
39,A,0.3508,0,22802.86,N
80,A,0.9121,0,22804.46,N
63,C,0.9122,0,22805.86,N
37,B,0.7603,0,22811.27,N
283,D,0.2281,0,22815.81,N
185,D,0.4564,0,22819.84,N
37,A,0,0,22821.64,N
100,A,0.6522,0,22827.97,N
124,A,0,0,22832.33,N
109,A,0.9134,0,22836.95,N
144,A,0.2283,0,22838.36,N
161,A,0.7613,0,22840.03,N
251,A,0.7614,0,22844.52,N
261,A,0,0,22853.19,N
399,C,0.653,0,22855.01,N
206,B,0.653,0,22855.89,N
28,A,0.4571,0,22857.29,N
133,B,0,0,22857.59,N
191,A,0,0,22860.43,N
23,A,2.2861,0,22861.91,N
12,A,0.4574,0,22871.13,Y
30,A,0,0,22871.53,N
36,A,0.7624,0,22872.17,N
144,A,0.9149,0,22874.34,N
105,B,0.6535,0,22874.78,N
75,A,0.5719,0,22879.57,N
125,A,0.654,0,22889.52,N
36,A,0.9156,0,22891.77,N
108,A,0.5087,0,22895.45,N
79,A,0.3816,0,22898.96,N
84,B,0.916,0,22900.55,N
45,B,0.6737,0,22906.08,N
43,B,0.5425,0,22916.31,N
133,B,0.4584,0,22920.4,N
212,A,0.655,0,22925.08,N
69,D,0.917,0,22925.91,N
58,A,0.3978,0,22930.8,N
134,A,0,0,22933.9,N
95,C,0.8062,1,22935.69,N
432,A,0.3058,0,22937.26,N
29,A,0.4587,0,22937.44,N
50,B,0.3058,0,22937.98,N
127,A,0.4602,0,22938.25,N
55,A,0.3058,0,22939.98,N
111,B,1.147,0,22940.87,N
269,D,0.4589,0,22946.68,N
111,A,0,0,22952.26,N
208,B,0.7651,0,22953.97,N
120,A,2.2954,0,22954,N
135,A,0.9182,0,22957.47,N
78,B,0.3826,0,22961.24,N
38,B,0,0,22964.46,N
252,A,0,0,22967.63,N
58,A,0.7656,0,22968.67,N
278,A,0.6563,0,22973.49,N
41,A,0.919,0,22976.56,N
65,C,0.5744,0,22976.77,N
46,A,0,0,22981.63,N
152,A,0.4596,0,22981.66,N
41,A,1.1491,0,22982.34,N
76,A,0.9185,0,22982.43,N
67,B,0.3831,0,22986.17,N
77,A,1.1493,0,22986.49,N
215,D,0.7662,0,22986.96,N
63,A,0.9195,0,22988.33,N
190,A,0.7664,0,22991.56,N
150,A,0.6569,0,22994.61,N
267,A,0,0,22994.83,N
493,D,0,0,22994.83,N
121,B,0.7667,0,23002.18,N
186,B,0.7701,0,23005.82,N
47,A,0.8361,0,23006.98,N
17,A,0.4602,0,23013.46,N
54,B,0.3069,0,23018.3,N
37,A,0.7673,0,23020.17,N
107,A,0.576,0,23040.27,N
56,A,0.576,0,23040.36,N
50,A,0.4609,0,23045.74,N
604,A,0.4609,0,23047.86,N
49,F,0.922,0,23049.78,N
85,A,0.922,0,23052.49,Y
71,A,0.9221,0,23054.45,N
883,B,0.7685,0,23056.41,N
93,A,0.9223,0,23059.79,N
220,B,0.6588,0,23059.95,N
264,B,0.9224,0,23061.94,N
41,A,0.7687,0,23063.63,N
211,C,0.9226,0,23066.38,N
130,C,0.2883,0,23066.93,N
137,A,0.769,0,23071.18,N
78,A,0.4614,0,23072.61,N
51,B,0.5127,0,23073.56,N
69,A,1.1538,0,23076.34,N
37,A,0,0,23082.08,N
77,A,0.4617,0,23086.26,N
216,B,0.3078,0,23087.86,N
325,A,0,0,23088.08,N
39,A,0.3848,0,23093.83,N
72,A,0,0,23096.76,N
49,A,0.5132,0,23096.85,N
71,A,0.6416,0,23098.21,N
65,B,0.9045,0,23103.12,N
25,B,0.8121,0,23104.36,N
21,A,0,0,23117.04,N
335,A,0.4624,0,23122.23,N
59,D,0.7709,0,23128.01,N
110,A,0.5139,0,23128.04,N
109,B,0.4627,0,23137.32,N
14,A,0.4627,0,23137.34,N
24,A,0,0,23140.56,N
72,A,0.3857,0,23146.45,N
112,A,0.3858,0,23149.55,N
96,A,0.7717,0,23152.09,N
79,A,0.7718,0,23155.71,N
67,A,0.9266,0,23166.16,N
104,A,0,0,23170.49,N
32,A,0.4636,0,23184.71,N
60,A,0.7728,0,23186.37,N
178,B,0.5797,0,23190.6,N
78,A,0.4638,0,23194.19,N
45,A,0.4639,0,23196.13,N
367,D,0.2761,0,23198.45,N
171,A,0.5155,0,23199.1,N
50,B,0.9279,0,23199.39,N
346,C,0.9279,0,23199.43,N
181,B,0.464,0,23199.63,N
106,B,0.232,0,23200.44,N
54,B,0.928,0,23201.86,N
143,A,0.9281,0,23203.44,N
24,A,0.5803,0,23215.84,N
90,A,0.4644,0,23224,Y
262,B,,0,23224.94,N
91,A,0.5161,0,23227.53,N
75,A,0.9833,0,23230.89,N
85,B,0.5809,0,23239.07,N
89,B,0.9296,0,23240.03,N
36,A,0,0,23245.05,N
90,A,0,0,23247.61,N
29,A,0.6643,0,23251.46,N
101,B,0.9302,0,23255.62,N
269,A,0.9619,0,23255.89,N
68,A,0.5814,0,23257.61,N
93,B,0.5814,0,23259.77,N
301,A,0.9307,0,23267.57,Y
96,D,0.2781,0,23273.44,N
12,B,0.9548,0,23273.72,N
41,A,0.931,0,23275.52,Y
31,A,0.8623,0,23282.95,N
51,A,1.1645,0,23290.34,N
29,A,0.4659,0,23295.46,N
40,A,0.7765,0,23296.82,N
304,C,0.4235,0,23296.97,N
297,B,0.932,0,23300.99,Y
24,C,0.7768,0,23305.71,N
57,A,0,0,23319.54,N
176,D,0.9329,0,23323.95,N
78,A,0.3887,0,23325.03,N
85,A,0.7775,0,23325.16,N
272,A,0.2332,0,23327.67,N
25,C,0.5185,0,23334.39,N
86,A,0.4667,0,23338.56,N
112,A,0.4968,0,23354,N
67,B,0.7785,0,23357.47,N
25,A,0.6312,0,23357.77,N
47,B,0.9348,0,23370.77,N
64,B,0.6677,0,23371.04,N
81,B,0.5194,0,23372.9,N
16,A,0,0,23375.34,N
126,A,0.5845,0,23381.22,N
290,A,0.6154,0,23386.86,N
152,A,0,0,23389.29,N
25,A,0.6684,0,23395.83,N
73,B,0.9359,0,23397.68,N
12,D,0.7799,0,23398.98,N
187,A,0.52,0,23402.15,N
103,D,0.3546,0,23408.48,N
155,A,0.8311,0,23410.35,N
38,A,0.6909,0,23414.67,N
145,B,0.5321,0,23415.65,N
49,B,0.9369,0,23422.99,N
49,A,0.3346,0,23424.55,N
87,A,0,0,23429.25,N
302,A,0,4,23430.24,N
45,A,0.7811,0,23434.62,N
47,B,0.9374,0,23435.41,N
61,B,0.9375,0,23438.67,N
24,A,0.3906,0,23441.7,N
51,A,0.9377,0,23442.85,N
67,A,0.7815,0,23447.07,N
152,B,0.7817,0,23451.86,N
126,A,0.4691,0,23455.51,Y
268,A,0.9383,0,23458.7,N
70,B,0.3912,0,23473.23,N
405,A,0.313,0,23480.22,N
66,A,0.0493,0,23482.4,N
39,A,0.3914,0,23484.28,N
77,A,0.9394,0,23487.11,N
71,D,0.7829,0,23487.34,N
49,A,0.3131,0,23487.85,N
,F,0.2348,0,23487.86,N
74,A,0.5219,0,23488.02,N
204,A,0.7829,0,23488.82,N
352,A,0.9397,0,23494.61,N
119,A,0.4757,0,23494.76,N
122,B,0.4699,0,23495.74,N
37,B,0.9398,0,23496.74,N
36,A,0,0,23500.28,N
69,A,0,0,23510.57,N
152,B,0.4703,0,23517.82,N
12,B,0.9407,0,23519.04,N
62,B,0.2352,0,23527.17,N
196,A,0.5883,0,23532.6,N
57,B,0.4708,0,23540.7,N
141,C,0.942,0,23551.35,N
103,A,1.0081,0,23553.6,Y
66,C,0.9423,0,23558.66,N
58,A,0.3141,0,23558.84,Y
25,A,0.7853,0,23560.24,N
65,A,1.0026,0,23561.52,N
344,D,0.2356,0,23561.95,N
59,A,0,0,23563.56,N
98,B,0.6018,0,23565.01,N
59,A,0.4502,0,23566.23,N
14,A,0.9361,0,23569.86,Y
13,A,0.6735,0,23572.52,Y
58,B,0.7715,0,23573.7,Y
63,A,0.4714,0,23574.26,N
89,B,0.9431,0,23578.62,N
36,C,0,0,23579.74,N
84,A,0.393,0,23581.85,N
360,A,0.9433,0,23583.56,N
93,A,0.7861,0,23584.09,Y
40,A,0.4717,0,23587.64,N
94,C,0.674,0,23591.01,N
139,A,0.8155,0,23591.72,N
63,B,0.5244,0,23599.14,N
139,D,0.7866,0,23600.58,N
72,A,0.7868,0,23605.41,N
24,A,0.9444,0,23610.05,N
221,A,0.6745,0,23610.68,N
96,E,0.7871,0,23615.81,N
383,D,0.945,0,23625.48,N
60,C,0.5906,0,23625.78,N
310,A,0.3937,0,23627.83,N
52,B,0.4725,0,23629.81,N
271,A,0.3151,0,23637.08,N
124,B,0.7737,0,23640.22,N
254,D,0.9456,0,23641.58,N
17,B,0.9457,0,23642.97,N
65,A,0.9458,0,23646.4,N
223,A,0.8758,0,23648.62,N
85,B,0.7885,0,23656.49,N
52,A,0.5257,0,23657.52,N
357,A,0.2365,0,23658.95,N
26,B,0.9466,0,23665.76,N
141,A,0.789,0,23672.85,N
12,F,0.4735,0,23679.4,N
47,A,0.6765,0,23680.49,N
42,A,0.7826,0,23688.64,Y
348,A,0.9477,0,23694.59,N
131,A,0.4739,0,23696.44,N
61,A,0.5925,0,23701.46,N
261,D,0.9409,0,23703.18,N
229,A,0.474,0,23704.93,N
41,B,0.9482,0,23705.61,Y
34,C,0.7903,0,23709.06,Y
122,A,0,0,23711.36,N
110,B,0.7904,0,23712.63,N
289,E,0.9796,0,23714.8,Y
52,A,0.4743,0,23717.61,N
44,D,0.7906,0,23720.47,N
78,A,0.3162,0,23722.45,N
37,A,0.2372,0,23723.82,N
143,A,0.8702,0,23725.45,N
88,D,0.3163,0,23726.32,N
157,C,0.791,0,23730.21,N
58,A,0.7912,0,23738.27,N
315,A,0.2638,0,23743.48,N
60,B,0.3045,0,23744.65,N
121,A,0.9497,0,23744.83,N
61,A,0.9498,0,23746.47,N
66,A,0.7915,0,23747.46,N
64,A,0.6786,0,23753.77,N
41,A,0.8755,0,23765.18,N
406,A,0.5281,0,23765.22,N
63,B,0.9508,0,23772,N
87,C,0.7925,0,23776.68,N
68,D,0,0,23777.18,N
128,A,0.951,0,23777.4,N
189,A,0,0,23778.64,N
116,A,0,0,23780.79,N
54,B,0.7927,0,23782.08,N
51,D,0.7929,0,23787.41,N
48,A,0.7931,0,23793.03,N
48,C,0.4758,0,23793.81,N
126,A,0.5949,0,23796.74,N
12,A,0,0,23806.21,N
61,A,0.4761,0,23809.77,N
113,A,0.5807,0,23811.46,N
159,B,0.2381,0,23811.53,N
92,A,0.9525,0,23813.5,N
87,A,0.6804,0,23817.21,N
336,A,0.9527,0,23818.63,N
372,B,0.5956,0,23826.66,N
166,B,0.5957,0,23829.7,N
72,B,0.9532,0,23830.75,N
74,A,0.7944,0,23834.87,N
108,A,0,0,23854.61,N
85,B,0.4771,0,23856.24,N
298,D,0.2385,0,23857.48,N
164,A,0,0,23866.13,N
153,A,0.4774,0,23874.8,N
172,A,0.2387,0,23875.24,N
175,B,0.4775,0,23877.23,N
199,B,0.9555,0,23887.52,N
144,D,0.7963,0,23890.79,N
143,A,0.2389,0,23892.67,N
55,B,0.531,0,23896.25,N
41,A,0.6828,2,23898.61,N
86,A,0.9562,0,23906.51,N
75,A,0.5978,0,23912.52,N
86,D,0.3986,0,23920.62,Y
501,B,0.5981,0,23924.57,N
28,D,0.4785,0,23928.25,N
141,A,0.9572,0,23930.46,N
70,B,0.9572,0,23931.99,N
40,A,0.3191,0,23936.85,N
82,D,0.7979,0,23938.46,N
283,B,0.4787,0,23939.46,N
146,C,0.7311,0,23944.89,Y
102,A,0,0,23945.12,N
38,A,0.4789,0,23945.54,N
13,A,0,0,23947.37,N
96,A,0,0,23949.8,N
60,B,0.7985,0,23956.67,N
70,A,0.4791,0,23958.32,N
77,B,0.9586,0,23965.42,N
45,A,0.4793,0,23966.93,N
63,A,0.4358,0,23970.96,N
39,D,0.5993,0,23971.91,N
362,A,0.2397,0,23974.87,N
52,A,0.533,0,23985.13,N
25,A,0.7997,0,23993.82,N
101,B,0,0,23994.97,N
78,A,0.9601,0,24002.95,N
51,D,0.8001,0,24004.34,N
115,B,0.48,0,24004.63,N
261,A,0.4001,0,24010.69,N
13,A,0.6003,0,24012.23,Y
220,A,0.4802,0,24014.18,N
43,A,0.2401,0,24016.16,N
58,A,0.6004,0,24019.14,N
126,A,0.9608,0,24021.25,Y
92,A,0.6008,0,24034.95,N
307,B,0,0,24038.51,N
24,B,0.6868,0,24041.41,N
403,B,1.2021,0,24042.84,Y
36,B,0.9617,0,24043.85,N
129,B,0.9618,0,24045,N
40,A,0.8015,0,24045.78,N
12,A,0.481,0,24053.51,N
37,B,0.8018,0,24056.27,N
95,A,0.6874,0,24061.37,N
26,A,0,0,24067.09,N
69,A,0,0,24068.6,N
355,D,0.9629,0,24072.72,N
80,A,0.9629,0,24073.15,Y
51,B,0.321,0,24082.26,N
86,B,0.4015,0,24090.77,N
56,A,0.9636,0,24091.36,Y
212,B,0.8032,0,24096.37,N
65,A,0.9638,0,24096.88,N
95,B,1.2921,0,24099.26,N
46,A,0.964,0,24100.33,N
64,B,0.3213,0,24104.82,N
184,A,0.9642,0,24105.96,N
56,A,0.6887,0,24107.16,N
81,A,1.2053,0,24107.84,N
36,A,0.3214,0,24108.28,Y
15,A,12.0545,0,24109.05,Y
104,A,0,0,24115.88,N
33,B,0.8039,0,24118.84,N
50,B,0.4823,0,24119.54,Y
28,A,0.9649,0,24122.51,N
109,B,0.6894,0,24130.09,N
103,B,0.8043,0,24131.12,N
252,B,0.9652,0,24132.43,N
75,B,0.8852,0,24137.29,N
36,A,0.8048,0,24146.31,N
73,D,0.9658,0,24146.57,N
43,C,0.483,0,24152.59,N
101,A,0.6038,0,24154.42,N
94,D,0.6901,0,24155.88,N
64,B,0.4026,0,24159.76,N
46,A,0.4653,0,24159.97,N
24,B,0,0,24162.05,N
25,D,0.8055,0,24166.4,N
194,C,0.3222,0,24166.48,N
134,D,0.4835,0,24175.95,N
122,A,0.806,0,24182.46,N
48,A,0.8062,0,24187.52,Y
348,C,0,0,24190.62,N
66,A,0.4838,0,24191.79,N
39,B,0.9677,0,24194.27,Y
29,C,0.8066,0,24198.54,N
80,A,0.968,0,24201.33,N
305,A,0.7563,0,24202.99,N
283,B,0.9681,0,24203.75,N
99,D,0.4841,0,24207.67,N
181,D,0.9683,0,24207.98,N
40,A,0.6919,0,24217.68,N
72,A,0.4843,0,24218.46,N
27,A,0.422,0,24220.69,N
41,A,0.4135,0,24231.21,N
68,A,0.3231,0,24234.41,N
69,A,0.8081,0,24244.33,N
199,A,0.9698,0,24245.98,Y
25,C,0.9698,0,24246.07,N
13,C,0.6928,0,24248.46,N
57,B,0.5706,0,24249.86,N
64,A,0.2425,0,24252.52,N
61,C,0.8084,0,24254.06,N
42,A,0.9702,0,24254.8,N
35,B,0.9702,0,24255.8,N
74,A,0.8085,0,24257.65,N
12,A,0,0,24267.82,N
