,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
7495,569566511184125952,negative,1.0,longlines,0.7013,Delta,,Worldtravelure,,0,@jetblue  Flight 1562 is still waiting for bags. Most of us checked in 12 hours ago. People are missing connections.  Please help!,"[40.64646912, -73.79133606]",2015-02-22 10:36:52 -0800,"New York, New York",Eastern Time (US & Canada)
6168,568168034394873857,negative,1.0,Customer Service Issue,1.0,Southwest,,JDG1206,,0,@SouthwestAir was wondering is there a reason why customer service is so busy? Been on hold past few days for many hours No answer Help plz,,2015-02-18 13:59:50 -0800,"Fort Worth, TX",Central Time (US & Canada)
2900,568837615220166657,positive,1.0,,,United,,SoyCoder,,0,@united thanks for more timely updates.,"[45.58977875, -122.59182952]",2015-02-20 10:20:30 -0800,,Central Time (US & Canada)
5046,569495653526724608,neutral,0.6632,,,Southwest,,ReneJVega,,0,@SouthwestAir CEO using #Vegas band to help ‘connect’ to people. http://t.co/89gKYuf1Qh  #aviation #business #marketing #consumermarketing,,2015-02-22 05:55:19 -0800,NYC | DC | Charlotte | Vegas,Eastern Time (US & Canada)
3430,568449164951953408,positive,1.0,,,United,,KP_Pearl,,0,@united So far so good. Just stepped down in Denver. Next Stop Portland!,,2015-02-19 08:36:56 -0800,"New York, NY",Central Time (US & Canada)
4964,569601658491002880,positive,1.0,,,Southwest,,lkreed66,,0,@SouthwestAir My Fav!!!!,,2015-02-22 12:56:32 -0800,,
4642,569968411561701378,neutral,1.0,,,Southwest,,snwrdr30,,0,@SouthwestAir  Northern California coast http://t.co/nm4VNNF8Kb,,2015-02-23 13:13:53 -0800,,
3302,568540843323338752,negative,1.0,Customer Service Issue,0.3597,United,,morrisls,,0,@united care less about the person - although he walked away while I was complaining.  A man at 10p at LAX club.  More.....,,2015-02-19 14:41:14 -0800,,Quito
6786,570277811795001344,negative,1.0,Bad Flight,0.6842,Delta,,ch00bee,,0,@JetBlue your wifi is a lie and i hate you,,2015-02-24 09:43:20 -0800,,Atlantic Time (Canada)
4745,569882596798132225,neutral,0.6692,,0.0,Southwest,,matthewebel,,0,@SouthwestAir Can you equip a 737 with flamethrowers and a snow plow?,,2015-02-23 07:32:53 -0800,"Boston, MA",Central Time (US & Canada)
3139,568645962425446401,negative,1.0,Customer Service Issue,0.6809,United,,SBondyNYDN,,0,"@united hey, left my computer bag, w/computer inside, in United, filed online report, no response",,2015-02-19 21:38:57 -0800,,Eastern Time (US & Canada)
1461,569710072491745280,negative,1.0,Late Flight,1.0,United,,BALLarsen,,0,@united here we go again. 2 of 3 segments SFO--New York RT were delayed OVER 2 hrs each! Why do you suck so BAD!?!Maybe another line of bus?,"[29.98378319, -95.33473143]",2015-02-22 20:07:20 -0800,Danville CA,
13428,569866168527405056,negative,0.6594,Customer Service Issue,0.3373,American,,dms0218,,0,@AmericanAir @Eleonora7 good luck I've been waiting a week,,2015-02-23 06:27:36 -0800,Boston,Eastern Time (US & Canada)
12012,570270039737274369,positive,0.6629,,,American,,marypoppings,,0,"“@AmericanAir: We hope you enjoy the #WinterWeather and brought your warm coat and gloves, Maria!” Yup! New beanie http://t.co/AnEqXZR4bp",,2015-02-24 09:12:27 -0800,New York/Nicaragua/Miami Beach,Eastern Time (US & Canada)
11043,568583014176960513,negative,1.0,Customer Service Issue,1.0,US Airways,,OnlySarah,,0,"@USAIRWAYS ARE YOU KIDDING ME?? Bad customer service, folks. Flew from PSP to PHX flight 2692 on 2/19. (cont) http://t.co/KigfKVXxDQ",,2015-02-19 17:28:48 -0800,"Austin,TX",Central Time (US & Canada)
9627,569775147919372288,neutral,0.6879,,,US Airways,,m_appel,,0,"@USAirways 4469, thank you for asking.",,2015-02-23 00:25:55 -0800,Washington DC ,Central Time (US & Canada)
8358,568441576206286848,positive,0.6989,,,Delta,,kzone7,,0,@JetBlue THANKS!! Her 80th bday is Saturday. We're having an aviation themed surprise party for her.,,2015-02-19 08:06:47 -0800,"Long Island, NY",Eastern Time (US & Canada)
2866,568855505747095552,positive,0.6639,,0.0,United,,YouSoFancy,,0,@united On the plane but thanks! Maybe don't let so many people check in by themselves - teeming with morons.,,2015-02-20 11:31:36 -0800,Being not the one,Pacific Time (US & Canada)
9770,569672330261106688,neutral,0.6629,,0.0,US Airways,,MikeDobbinsPHX,,0,"@USAirways @GregWallace66 Yea, they will give you 5 cents on the dollar!","[0.0, 0.0]",2015-02-22 17:37:22 -0800,New River AZ,Arizona
9489,569909232696483842,negative,0.6875,Customer Service Issue,0.6875,US Airways,,electromail,,0,@USAirways Your system is affected by the weather?,,2015-02-23 09:18:44 -0800,Watching @Interpol somewhere,Amsterdam
13041,569953006847954944,negative,1.0,Customer Service Issue,1.0,American,,thomashoward88,,0,"@AmericanAir ; @USAirways US 728/Feb 21. Unprofessional, unprepared, unsympathetic, lacked communication, and lacked solutions.",,2015-02-23 12:12:40 -0800,,
7105,569936613016350720,neutral,1.0,,,Delta,,AngBeTweetin,,0,STAHP!! 😂😂😭😭😭😭 RT @JetBlue Our fleet's on fleek. http://t.co/BM2unRaOnI,,2015-02-23 11:07:32 -0800,SF - NYC,
6785,570278619416694784,positive,1.0,,,Delta,,leezbtv,,0,@JetBlue Thanks for the quick reply! Just wanted to make sure it wasn't just my account :),,2015-02-24 09:46:32 -0800,Seattle,Pacific Time (US & Canada)
4111,567819066708226048,negative,0.6808,Customer Service Issue,0.3559,United,,gg8929,,0,@united Classic,,2015-02-17 14:53:09 -0800,,Amsterdam
4183,567790995148783616,negative,1.0,Bad Flight,0.6296,United,,mattman1964,,0,"@united flight 86 LAX-IAD, back rows NOT CLEANED prior to boarding. How gross is that to find used tissues in your seat?  Please.",,2015-02-17 13:01:36 -0800,NoVa,Eastern Time (US & Canada)
6655,567741610373685250,neutral,0.7067,,0.0,Southwest,,taesaunt24,,0,@SouthwestAir any idea on flights to Nashville tomorrow being clear or Cancelled Flightled,,2015-02-17 09:45:22 -0800,,Central Time (US & Canada)
2354,569248898071580672,negative,0.6687,Can't Tell,0.3575,United,,jorge_guajardo,,1,@united I fly @AmericanAir normally.  This doesn't happen to me with them.  I'll let your flyers provide their own feedback. Thank you.,,2015-02-21 13:34:48 -0800,"Washington, DC",Alaska
2284,569276415927037952,negative,1.0,Late Flight,1.0,United,,kevinforgoogle,,0,@united Flight:UA1750 is basically a prison on the runway @ SFO 6delays 4hrs of sitting no water no answers. reminded y I hate this airline,,2015-02-21 15:24:08 -0800,"San Francisco, CA",
13322,569890258181070848,neutral,1.0,,,American,,diegolrz,,0,@AmericanAir check your DM please,,2015-02-23 08:03:20 -0800,"Dallas, TX",Central Time (US & Canada)
4375,570282333892251648,positive,0.6729999999999999,,0.0,Southwest,,kelsey_rae2011,,0,@SouthwestAir tv stream means I get to spend my flight watching 1999 and 2011 Women's World Cup Finals. #throwback #bestflightever,,2015-02-24 10:01:18 -0800,,
9639,569759459632750592,negative,1.0,Can't Tell,0.3604,US Airways,,rossj987,,0,@USAirways IS THIS RINGLING BROTHERS BARNUM AND BAILEY???  SHOULD I KEEP MY EYES PEELED FOR THE CLOWN CAR???,,2015-02-22 23:23:35 -0800,"Washington, D.C.",Eastern Time (US & Canada)
12504,570142278729076736,negative,1.0,Can't Tell,0.6936,American,,blueswingpark,,0,"@AmericanAir I have emailed several times.hand wrote a letter,went to airport,called.please fix this! Or @abc7newsBayArea please help!",,2015-02-24 00:44:46 -0800,san francisco califorania,Pacific Time (US & Canada)
3208,568595828232863745,negative,1.0,Late Flight,1.0,United,,J_Okayy,,0,@united you know it's bad when you're praying your connecting flight is delayed because of an hour delay on the first flight #JustGetMeHome,,2015-02-19 18:19:44 -0800,,Eastern Time (US & Canada)
9042,570272309434564608,negative,0.6875,Lost Luggage,0.3542,US Airways,,RyanDrinks42,,2,.@USAirways I did but the more eyes I have looking for Pandu the better chance I have of bringing him home.,,2015-02-24 09:21:28 -0800,Just outside of Thunder Dome,Eastern Time (US & Canada)
10790,568874175693242369,neutral,1.0,,,US Airways,,dineeno4,,0,@USAirways if I have Dividend Miles credit card &amp; I used it to book my flight is one bag free?,,2015-02-20 12:45:47 -0800,Syracuse,Eastern Time (US & Canada)
12589,570096856685871106,negative,0.7002,Can't Tell,0.7002,American,,emrey35,,0,@AmericanAir I look forward to hearing back and hope that my next trip will not be like this,,2015-02-23 21:44:17 -0800,College Station,
130,569642845516275712,negative,1.0,Customer Service Issue,0.6448,Virgin America,,melokudo,,0,@VirginAmerica you are failing your customers because your check in process does not link to TSA pre-check.,,2015-02-22 15:40:12 -0800,,Eastern Time (US & Canada)
7967,568920607347384321,negative,1.0,Late Flight,0.3442,Delta,,barrystanbridge,,0,@JetBlue were boarding now I'm really not impressed. I've learnt a very valuable lesson .,"[40.64530946, -73.77617682]",2015-02-20 15:50:17 -0800,Leighton Buzzard,
3426,568450413365571584,neutral,1.0,,,United,,slackmistress,,0,@united I have already emailed but I didn't know if it was more expedient to contact you here. Please advise. Thanks.,,2015-02-19 08:41:54 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
786,570081552891125760,negative,1.0,Customer Service Issue,0.6667,United,,Tdrag97,,0,@united agent split up my reservation? Now can't Cancelled Flight and refund credit for 2wks? Why,,2015-02-23 20:43:28 -0800,,Central America
5540,568911349092212736,negative,0.672,Can't Tell,0.3382,Southwest,,FuyukaiDesuYo,,1,@SouthwestAir I would die if I got tickets to #DestinationDragons and you would be invited to my funeral,,2015-02-20 15:13:30 -0800,,
8087,568800846789545984,neutral,0.6806,,,Delta,,alexandrawalshh,,0,@JetBlue thanks bae,,2015-02-20 07:54:24 -0800,nyc ,Quito
3349,568506752607498241,negative,0.6872,Customer Service Issue,0.6872,United,,rick4tkins,,0,@united problem is on laptop not phone,,2015-02-19 12:25:46 -0800,,
7059,569946008840491008,neutral,1.0,,,Delta,,kbosspotter,,0,@JetBlue is there also a way I can get a printed one for my records? I keep them whenever I fly ;),,2015-02-23 11:44:52 -0800,Logan International Airport,Atlantic Time (Canada)
3691,568185323668291584,negative,1.0,Lost Luggage,0.6783,United,,Dayrean,,0,@united correct date is 2/11/15!,,2015-02-18 15:08:32 -0800,,
123,569714127792254976,positive,1.0,,,Virgin America,,ptbrodie,,0,@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,,2015-02-22 20:23:27 -0800,San Francisco,
11768,567768830265401344,negative,1.0,Flight Attendant Complaints,1.0,US Airways,,j_husucks,,0,@USAirways @Jack_Kairys (2/2) and another sent him to the wrong line...oh and the kiosks weren't working! #thanks,,2015-02-17 11:33:32 -0800,,
7739,569294014026903552,neutral,0.6779999999999999,,,Delta,,USairNews,,0,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Daily Journal http://t.co/9bzqZQx8DC,,2015-02-21 16:34:04 -0800,USA,Sydney
7010,569958127258497025,negative,0.6989,Can't Tell,0.3763,Delta,,nnimrodd,,0,"Sorry for unfollowing, @JetBlue","[51.54381448, -0.00116722]",2015-02-23 12:33:01 -0800,,London
6058,568389719093940224,negative,1.0,Bad Flight,1.0,Southwest,,TannerMiller11,,1,@SouthwestAir my first flight ever and flight #4251 is already having technical issues. Faaaannntastic.😭,,2015-02-19 04:40:43 -0800,,Atlantic Time (Canada)
13014,569960303514923009,negative,1.0,Customer Service Issue,1.0,American,,avaflav13,,0,@AmericanAir Least you could do would be to refund me the one-way ticket I had to buy since you weren't able to accommodate. Thank you.,,2015-02-23 12:41:40 -0800,,Quito
7091,569938450633388032,neutral,1.0,,,Delta,,mcmahon0074,,0,@JetBlue with 3 kids and 11 days 340 + doesn't work and it's months in advance,,2015-02-23 11:14:50 -0800,some where in massachusetts ,
361,568483491819753472,neutral,0.6624,,0.0,Virgin America,,giannilee,,0,Bruh “@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance”,,2015-02-19 10:53:21 -0800,VFILES DJ CHAMPION,Eastern Time (US & Canada)
6163,568170493544673280,negative,1.0,Lost Luggage,0.6403,Southwest,,thisnamerocks2,,0,@SouthwestAir we've now lost a whole day of our honeymoon... Very disappointed and frustrated with everything.,,2015-02-18 14:09:36 -0800,"Canton, MA",
11985,570275970046775297,negative,0.6791,Customer Service Issue,0.3727,American,,StefanNiemczyk,,0,@AmericanAir I'm not sure what happened to my USAirways status when the merger took place.,,2015-02-24 09:36:01 -0800,,Arizona
13349,569884438504427520,negative,1.0,longlines,0.6646,American,,nataliadarling,,0,"@AmericanAir I've been in line for over half hour trying to see a representative, now I might even miss the next flight too, unacceptable",,2015-02-23 07:40:12 -0800,⋆city of lost angels⋆,Central Time (US & Canada)
13941,569688392553799680,negative,1.0,Cancelled Flight,1.0,American,,ShpprMktMichael,,0,@AmericanAir can you tell me why all flights from XNA 2 DFW are Cancelled Flightled for tomorrow morning already?,,2015-02-22 18:41:11 -0800,USA,
13477,569853327359516672,negative,1.0,Cancelled Flight,1.0,American,,teague_ryan,,0,@AmericanAir I would purchase it if I was there by choice but you guys Cancelled Flightled my flight and have me stuck at DFW for 7 hours!,,2015-02-23 05:36:35 -0800,Southern California,
14622,569590191758962688,negative,1.0,Late Flight,0.3358,American,,Jill_Lynnette,,0,I just need a place to sleep when I land without accommodations in PLS @AmericanAir!,,2015-02-22 12:10:58 -0800,,Eastern Time (US & Canada)
3353,568503174413225984,negative,0.701,Can't Tell,0.701,United,,newyorkwool,,0,@united the wifi in the ewr lounge reminds me of the old days of dial up,,2015-02-19 12:11:33 -0800,Birkenhead upon Hudson,Eastern Time (US & Canada)
5970,568453351479721986,negative,1.0,Late Flight,0.3535,Southwest,,MySnobbyCX,,0,"@SouthwestAir, got ""duped"" w/ a connection on 1st flight (sneaky), now u won't give me a seat on an earlier flight w/ availability. Shameful",,2015-02-19 08:53:35 -0800,,
4833,569689297084919808,negative,0.7040000000000001,Lost Luggage,0.3627,Southwest,,JoeCal94,,0,"@SouthwestAir I understand. But it's consistent, and been consistent for years. It's known around the country.",,2015-02-22 18:44:47 -0800,Chicago,Central Time (US & Canada)
10973,568652138915766272,negative,1.0,Late Flight,1.0,US Airways,,BrianKush,,0,"@USAirways it was 1838, almost 5 hours Late Flight due  to mechanical.",,2015-02-19 22:03:29 -0800,,Quito
11750,567779193342423040,negative,1.0,Customer Service Issue,0.6606,US Airways,,DomaineD1997,,0,@USAirways great job communicating to the passengers! Flight 1855 doesn't exist anymore? http://t.co/hLZaHXkdSn,,2015-02-17 12:14:43 -0800,NC,
10924,568780964677201920,negative,1.0,Customer Service Issue,1.0,US Airways,,KarileeD,,0,"@USAirways And also, it's great that you tweet @ complainers, but what about the in-person help when I need it? Robyn F. in Manch = useless.",,2015-02-20 06:35:24 -0800,New Hampshire,Atlantic Time (Canada)
44,570013523650048002,neutral,1.0,,,Virgin America,,papamurat,,0,@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?,,2015-02-23 16:13:09 -0800,,
3699,568180799838801920,positive,0.6617,,,United,,AlexSenchak,,0,"@united they are all -pilots, FA and ground personnel doing a great job. Weather is to blame... Who do I talk to about that :)",,2015-02-18 14:50:33 -0800,"Boston, MA ",Atlantic Time (Canada)
999,569969952654028800,positive,1.0,,,United,,herma48852,,0,@united Pleased to be a Premier Platinum,,2015-02-23 13:20:00 -0800,,
7273,569702870423117825,negative,1.0,Late Flight,1.0,Delta,,koenitweets,,0,"@JetBlue - Fix your @#$&amp; jet bridges.  40 minute delay, 2nd gate...still waiting!  #jetblues http://t.co/ncB2oNcS9i","[42.36494288, -71.01451482]",2015-02-22 19:38:43 -0800,,
4491,570207643874123777,negative,1.0,Bad Flight,1.0,Southwest,,rmgarrett3,,0,@SouthwestAir I luv y'all but please stop overheating your planes. Second flight in a row that feels like a sauna.,,2015-02-24 05:04:30 -0800,"Dallas, TX",Mountain Time (US & Canada)
2737,568927631103696896,negative,1.0,Late Flight,1.0,United,,Schlubach,,1,"@united not the case. Now delayed due to ""mechanical issues with no update on departure time"". Just Cancelled Flight the goddamn flight so I go delta",,2015-02-20 16:18:12 -0800,NY,Quito
12192,570265876911403009,positive,0.6743,,,American,,vMongo,,0,@AmericanAir Thanks!,,2015-02-24 08:55:54 -0800,DFW Area,Central Time (US & Canada)
13947,569687606901940226,negative,0.6826,Late Flight,0.3651,American,,aliceliogier,,0,@AmericanAir is the situation at JFK this evening is going to get better or worse ? Do not Cancelled Flight a flight like yesterday after 8h delayed,,2015-02-22 18:38:04 -0800,,Amsterdam
13033,569956285828853761,positive,1.0,,,American,,flemmingerin,,0,@AmericanAir THANK YOU!!! 👍👍👍👍👍,,2015-02-23 12:25:42 -0800,San Diego,
12703,570056002692710400,positive,1.0,,,American,,WanderLustErin,,0,"@AmericanAir  TPA - ORD!!! AA1679 Another successful journey, thanks for the hospitality!",,2015-02-23 19:01:56 -0800,Chicago,Central Time (US & Canada)
362,568481985221537792,positive,1.0,,,Virgin America,,Rgulojr,,0,@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!,,2015-02-19 10:47:21 -0800,Chicago,Eastern Time (US & Canada)
423,568114097142652928,neutral,0.6629999999999999,,,Virgin America,,AUStinAirport,,2,"@VirginAmerica announces new nonstop connecting @AUStinAirport &amp; @DallasLoveField, $39 intro: http://t.co/qXnOaQtYN8 http://t.co/JK7qmdfqgf",,2015-02-18 10:25:30 -0800,"Austin, TX",Mountain Time (US & Canada)
8906,567758927111401474,positive,1.0,,,Delta,,vegecomgirl,,0,@JetBlue @JayVig I like the inflight snacks! I'm flying with you guys on 2/28! #JVMChat,,2015-02-17 10:54:11 -0800,New York City,Eastern Time (US & Canada)
8477,568215628890411009,neutral,1.0,,,Delta,,nngoc92,,0,"@JetBlue If there's a schedule change on my tix, can you change the the destination airport to a sister airport (like EWR and JFK)?",,2015-02-18 17:08:57 -0800,02861,Eastern Time (US & Canada)
1107,569924355011932162,negative,1.0,Cancelled Flight,1.0,United,,VictoriaBCToday,,2,"@united Oh, we are sure it's not planned, but it occurs absolutely consistently, it's usually the only YYJ flight that's Cancelled Flightled daily.",,2015-02-23 10:18:49 -0800,Downtown Victoria,Pacific Time (US & Canada)
8536,568182544124014592,negative,1.0,Lost Luggage,0.8436,Delta,negative,edgarsantana,"Lost Luggage
Damaged Luggage",0,@JetBlue I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail,,2015-02-18 14:57:29 -0800,"ÜT: 40.96513,-73.872957",Eastern Time (US & Canada)
1108,569924201559293952,positive,1.0,,,United,,2cJustice4all,,0,@united @JMS2802 : outsource it all United Airlines...your customers  are just loving you for it. Outsource. Outsource. Outsource.,,2015-02-23 10:18:12 -0800,Chicago Illinois Crime.Inc,Central Time (US & Canada)
14156,569660363794468864,negative,1.0,Customer Service Issue,0.6833,American,,agoldenbrown,,0,@AmericanAir how hard is it to have catering ready to go?,,2015-02-22 16:49:49 -0800,NYCATL,Eastern Time (US & Canada)
10483,569260276626956288,neutral,1.0,,,US Airways,,sarahtinvt,,0,@USAirways need seat assignments for one leg of family's return flight - can you please help via Twitter PM?,,2015-02-21 14:20:00 -0800,,Quito
10853,568823990321598465,negative,1.0,Lost Luggage,1.0,US Airways,,MarkJablonowski,,0,@USAirways I called the BTV desk; they had more information - so it exists.  Your systems don't make it easy for the customer to access it.,,2015-02-20 09:26:22 -0800,"Washington, DC",Eastern Time (US & Canada)
59,569989504431316993,neutral,1.0,,,Virgin America,,HanlonBrothers,,0,@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?,,2015-02-23 14:37:42 -0800,"Gold Coast, Australia",Brisbane
12758,570034112863608832,negative,1.0,Customer Service Issue,0.6599,American,,AChinRust,,0,"@AmericanAir would you like any additional details of my issue? Airport, flight, agent name? Or are you happy w/ this automated lip service?",,2015-02-23 17:34:57 -0800,,
2072,569387614265954304,negative,1.0,Cancelled Flight,1.0,United,,RJordan47,,0,@united flight Cancelled Flightled to Denver service agent offered me a non jet salt lake to Denver or red eye out of Atlanta then hung up on me.,,2015-02-21 22:46:00 -0800,Oklahoma,Central Time (US & Canada)
8124,568761693997674496,negative,1.0,Bad Flight,0.6813,Delta,,Ch1en1,,0,@JetBlue Denver-Boston 2/10 flight 994  and Boston-Denver 2/15 flight 493 (both planes!) visible snack crumbs on seats on all upon boarding,,2015-02-20 05:18:49 -0800,,Greenland
14196,569655392931876864,neutral,1.0,,,American,,TimMoore,,0,@AmericanAir Here you go https://t.co/oM1vIEg74a,,2015-02-22 16:30:04 -0800,New York | Hong Kong ,Eastern Time (US & Canada)
10131,569526164575924225,positive,0.7149,,0.0,US Airways,,RobinCBNNews,,0,"@USAirways please thank Mellie at CAE, Tammy in baggage claim at CLT 4 #excellent customer service 2day, BUT I have a complaint.",,2015-02-22 07:56:33 -0800,,
12856,569999632920674304,negative,1.0,Flight Attendant Complaints,0.6999,American,,waynebevan,,0,@AmericanAir Also Agent not aware clearly of http://t.co/FWKJ49B1LE,,2015-02-23 15:17:57 -0800,,Alaska
4531,570059574268469248,negative,1.0,Can't Tell,0.6622,Southwest,,TheRandyHarbin,,0,@SouthwestAir has become like every other airline #crooked I can't believe they are taking over $500 #shouldwearmasks #shocked,,2015-02-23 19:16:08 -0800,Kansas City MO,Central Time (US & Canada)
5297,569208488217485312,negative,1.0,Can't Tell,0.3547,Southwest,,Tweeter_mom_,,0,"@SouthwestAir He is going to file a formal complaint, this should have never happened. Please direct us to the right department.",,2015-02-21 10:54:13 -0800,Florida,Eastern Time (US & Canada)
7879,569122341797691392,negative,1.0,Customer Service Issue,0.6869,Delta,,JessBarbalato,,0,@jetblue is the website down? Can't print boarding pass,,2015-02-21 05:11:54 -0800,,Eastern Time (US & Canada)
13868,569698963428925440,negative,1.0,Can't Tell,1.0,American,,davon_a,,0,@AmericanAir you have let me down. Seriously. #unhappycustomer,,2015-02-22 19:23:12 -0800,New York City,Santiago
8701,567950666578030594,neutral,1.0,,,Delta,,JetBlueNews,,0,"@JetBlue Change in the Air for Travelers, Investors - @BloombergNews http://t.co/6redD3vC73",,2015-02-17 23:36:05 -0800,USA,Sydney
5796,568589732520665089,negative,0.6806,Late Flight,0.6806,Southwest,,paindocsteve,,0,@SouthwestAir you know I ❤️you but trying my patience - had easier cheaper ways from TPA to PDX but stuck w u. Turned my 3 hrs in MCI to 6,"[39.29345234, -94.71996208]",2015-02-19 17:55:30 -0800,,Eastern Time (US & Canada)
12260,570249435029970945,neutral,1.0,,,American,,AmesB89,,0,@AmericanAir do you offer group pricing discounts by any chance?,"[28.02034806, -82.52234293]",2015-02-24 07:50:34 -0800,Largo florida,
11170,568460100970668032,negative,1.0,Late Flight,1.0,US Airways,,CruiseEditor,,0,@USAirways 1917. Still sitting here. Feels badly handled.,,2015-02-19 09:20:24 -0800,U.S.,Eastern Time (US & Canada)
7706,569330095644659712,positive,1.0,,,Delta,,aliashmia,,0,@JetBlue you got yourselves hot ladies flying the air for life #loyal,,2015-02-21 18:57:27 -0800,D.C,Atlantic Time (Canada)
14385,569622656770646016,negative,1.0,Flight Booking Problems,0.6988,American,,jetset2015,,0,"@AmericanAir need assistance. very frustrated I can't reach reservations by phone. trying to book online &amp; get ""fare no longer avail"" msg",,2015-02-22 14:19:59 -0800,Tucson,Pacific Time (US & Canada)
4438,570256052966395906,negative,1.0,Customer Service Issue,1.0,Southwest,,user47,,0,"@SouthwestAir Hey, friends. When I phone the A-list number your IVR hangs up on me. Multiple times. Not sure how to proceed?",,2015-02-24 08:16:52 -0800,"Lee's Summit, MO, @CityOfLS",Central Time (US & Canada)
4214,567771124235517952,negative,1.0,Flight Attendant Complaints,0.6789,United,,thodge77,,0,"@united flt 4567 no gate agent, no announcements. So unprofessional. Time to go back to @Delta",,2015-02-17 11:42:39 -0800,Memphis,Central Time (US & Canada)
3020,568795791445209088,positive,1.0,,,United,,LuxuryFred,,0,@united enjoyed #heathrow lounge so much i almost missed my @airnzusa flight!,,2015-02-20 07:34:19 -0800,In First Class,Arizona
9136,570157409458642944,negative,1.0,Lost Luggage,1.0,US Airways,,yorkshire2002,,0,@usairways I will make sure to never use your incompetent airlines again. My luggage has been out for delivery for 24 hours.,,2015-02-24 01:44:54 -0800,Kentucky,Eastern Time (US & Canada)
4252,567748973428219904,negative,1.0,Bad Flight,1.0,United,,fshubert,,0,@united 1591 had wi-fi broken on plane. Had same outage on 1618 on Friday. How can Southwest get it right on every plane but United can't?,,2015-02-17 10:14:38 -0800,Northwestern NJ,Eastern Time (US & Canada)
7170,569923518051323906,neutral,1.0,,,Delta,,2AvSagas,,0,@JetBlue no. come on.,,2015-02-23 10:15:30 -0800,New York City,Eastern Time (US & Canada)
12416,570195444300718080,neutral,1.0,,,American,,MarkJDiSalvo,,0,"@AmericanAir oh I will, AA on speed dial",,2015-02-24 04:16:02 -0800,"Waynesville, OHIO",
1389,569747668232065024,negative,1.0,Flight Attendant Complaints,0.6531,United,,wsachs,,0,@united checked me in through security under the wrong name and given the wrong boarding pass. #AirlineSecurity,,2015-02-22 22:36:44 -0800,New York/New Jersey depends on,Eastern Time (US & Canada)
2130,569347118034501632,positive,0.6593,,0.0,United,,dHowITzr,,0,@united What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/7br5t5QCXk (via @ParachuteGuy),,2015-02-21 20:05:05 -0800,"Toronto, Canada",Eastern Time (US & Canada)
8649,568081068278075394,neutral,1.0,,,Delta,,superhilarious,,0,@JetBlue can I get some more leg room tonight B6 304,,2015-02-18 08:14:15 -0800,,Central Time (US & Canada)
10082,569543665221136384,negative,1.0,Customer Service Issue,1.0,US Airways,,saragnyc,,0,"@usairways on hold for TWO HOURS now, pick up the PHONEEEEE",,2015-02-22 09:06:06 -0800,LOS ANGELES,Pacific Time (US & Canada)
4994,569565359524716544,negative,0.6632,Can't Tell,0.3474,Southwest,,paydirt434,,0,@SouthwestAir    Promotion e-mail today (Vegas and Jamaica) has a defective link for the Vegas sweepstakes...it times out with error.,,2015-02-22 10:32:18 -0800,"Herndon, VA",Eastern Time (US & Canada)
8969,570309000279023616,neutral,1.0,,,US Airways,,AshleyKAtherton,,0,@USAirways Fortunately you have staff like Lynn S. and DeeDee who actually understand customer service and simply being NICE.,,2015-02-24 11:47:16 -0800,,Central Time (US & Canada)
10317,569373336922230784,negative,1.0,Late Flight,0.6845,US Airways,,AndyLeeEsq,,0,@USAirways delayed depart bc ur flight attendant wasn't there. Then after landing took 3 hrs to get a gate. Now it's another he and NO bags,,2015-02-21 21:49:16 -0800,,
4885,569668792265019392,positive,1.0,,,Southwest,,sheiladunagan,,0,@SouthwestAir I miss mine terribly. A +1 for my 30th anniversary would be amazing. It would mean LUV is in the air. #dontmakemebeg,,2015-02-22 17:23:18 -0800,Austin ,Central Time (US & Canada)
4522,570070659130220544,positive,1.0,,,Southwest,,EDWINKONSEPT,,0,@SouthwestAir 👏👏👏 on that Late Flightst ad. Makes me happy to be flying you in a few days. #BETHonors,,2015-02-23 20:00:11 -0800,"Logan Square, Chi / Austin, TX",Pacific Time (US & Canada)
12644,570078022201532419,negative,1.0,Flight Booking Problems,0.6564,American,,kiasuchick,,0,@AmericanAir I booked it on US Airways site. Don't see a Cancelled Flight link :(,,2015-02-23 20:29:26 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
3744,568157757406183424,negative,1.0,Late Flight,1.0,United,,DCconnick,,0,@united UA6002 MLI-&gt;DEN. Will miss connection UA3530 DEN-&gt;YEG due to delay.,,2015-02-18 13:18:59 -0800,,
13230,569910789651496960,negative,1.0,Customer Service Issue,1.0,American,,rockyparr,,0,@AmericanAir poor customer service is just unacceptable.. Also how bout the surfer on the front of your website. #noloveforsurfers #pretend,,2015-02-23 09:24:55 -0800,VB/VA,
